Application_Date,employer_name,employer_city,Processing_Office,employer_postal_code,total_workers,Decision_Date,soc_code,Visa_Status,wage_rate_of_pay_from,full_time_position,wage_unit_of_pay,prevailing_wage,pw_unit_of_pay,year,CAcase_submitted,Processing_Days,Processing_Months,Visa_Type
2016-03-02,KAIZEN TECHNOLOGIES INC,EDISON,New Jersey,8820,1,2016-10-02,15-1142,CERTIFIED-WITHDRAWN,72000.0,Y,Year,60112.0,Year,2017,2016-03-02,214,7,H1B
2016-03-03,LAWRENCE BERKELEY NATIONAL LABORATORY,BERKELEY,California,94720,1,2016-10-02,15-1035,CERTIFIED-WITHDRAWN,95700.0,Y,Year,78312.0,Year,2017,2016-03-03,213,7,H1B
2016-03-03,CITADEL INFORMATION SERVICES INC,ISELIN,New Jersey,8830,1,2016-10-02,15-1199,CERTIFIED-WITHDRAWN,76000.0,Y,Year,67808.0,Year,2017,2016-03-03,213,7,H1B
2016-03-07,MAVERICK FAMILY DENTAL PC,BOSTON,Massachusetts,2128,1,2016-10-02,29-1021,CERTIFIED-WITHDRAWN,105851.0,Y,Year,105851.0,Year,2017,2016-03-07,209,7,H1B
2016-03-07,LIBSYS INC,NAPERVILLE,Illinois,60563,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,98500.0,Y,Year,50856.0,Year,2017,2016-03-07,209,7,H1B
2016-03-07,MARKETO INC,SAN MATEO,California,94404,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,110701.0,Y,Year,96866.0,Year,2017,2016-03-07,209,7,H1B
2016-03-08,MIZUHO TRUST AND BANKING CO (USA),NEW YORK,New York,10020,1,2016-10-02,13-2011,CERTIFIED-WITHDRAWN,100000.0,Y,Year,96741.0,Year,2017,2016-03-08,208,7,H1B
2016-03-08,CIBER INC,GREENWOOD VILLAGE,Colorado,80111,1,2016-10-02,15-1199,CERTIFIED-WITHDRAWN,93974.0,Y,Year,73882.0,Year,2017,2016-03-08,208,7,H1B
2016-03-09,MARUTHI TECHNOLOGIES LLC,DALLAS,Texas,75254,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,65100.0,Y,Year,65042.0,Year,2017,2016-03-09,207,7,H1B
2016-03-09,WILSON SPORTING GOODS CO,CHICAGO,Illinois,60631,1,2016-10-02,15-1199,CERTIFIED-WITHDRAWN,71115.0,Y,Year,71115.0,Year,2017,2016-03-09,207,7,H1B
2016-03-09,MARUTHI TECHNOLOGIES LLC,DALLAS,Texas,75254,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,65100.0,Y,Year,65042.0,Year,2017,2016-03-09,207,7,H1B
2016-03-09,MARUTHI TECHNOLOGIES LLC,DALLAS,Texas,75254,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,65100.0,Y,Year,65042.0,Year,2017,2016-03-09,207,7,H1B
2016-03-10,DEUTSCHE BANK TRUST COMPANY AMERICAS,NEW YORK,New York,10005,1,2016-10-02,13-2051,CERTIFIED-WITHDRAWN,167100.0,Y,Year,94640.0,Year,2017,2016-03-10,206,7,H1B
2016-03-10,DB GLOBAL TECHNOLOGY INC,CARY,North Carolina,27513,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,80000.0,Y,Year,79498.0,Year,2017,2016-03-10,206,7,H1B
2016-03-10,DB GLOBAL TECHNOLOGY INC,CARY,North Carolina,27513,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,95000.0,Y,Year,79498.0,Year,2017,2016-03-10,206,7,H1B
2016-03-11,KAIZEN TECHNOLOGIES INC,EDISON,New Jersey,8820,1,2016-10-02,15-1121,CERTIFIED-WITHDRAWN,75000.0,Y,Year,74922.0,Year,2017,2016-03-11,205,7,H1B
2016-03-11,KAIZEN TECHNOLOGIES INC,EDISON,New Jersey,8820,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,64000.0,Y,Year,63877.0,Year,2017,2016-03-11,205,7,H1B
2016-03-13,SKADDEN ARPS SLATE MEAGHER AND FLOM LLP,NEW YORK,New York,10036,1,2016-10-02,23-1011,CERTIFIED-WITHDRAWN,280000.0,Y,Year,210704.0,Year,2017,2016-03-13,203,7,H1B
2016-03-14,TAMARES MANAGEMENT LLC,NEW YORK,New York,10036,1,2016-10-02,13-2051,CERTIFIED-WITHDRAWN,95000.0,Y,Year,94640.0,Year,2017,2016-03-14,202,7,H1B
2016-03-15,BMW TECHNOLOGY CORPORATION,CHICAGO,Illinois,60606,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,76000.0,Y,Year,50856.0,Year,2017,2016-03-15,201,7,H1B
2016-03-21,ADVANCED TECHNOLOGY GROUP USA INC,PLAINSBORO,New Jersey,8536,1,2016-10-02,15-1131,CERTIFIED-WITHDRAWN,63400.0,Y,Year,63170.0,Year,2017,2016-03-21,195,6,H1B
2016-03-21,ADVANCED TECHNOLOGY GROUP USA INC,PLAINSBORO,New Jersey,8536,1,2016-10-02,15-1199,CERTIFIED-WITHDRAWN,60000.0,Y,Year,56805.0,Year,2017,2016-03-21,195,6,H1B
2016-03-21,ADVANCED TECHNOLOGY GROUP USA INC,PLAINSBORO,New Jersey,8536,1,2016-10-02,15-1141,CERTIFIED-WITHDRAWN,68800.0,Y,Year,68786.0,Year,2017,2016-03-21,195,6,H1B
2016-03-22,ADVANCED TECHNOLOGY GROUP USA INC,PLAINSBORO,New Jersey,8536,1,2016-10-02,15-1142,CERTIFIED-WITHDRAWN,65400.0,Y,Year,65333.0,Year,2017,2016-03-22,194,6,H1B
2016-03-23,ADVANCED TECHNOLOGY GROUP USA INC,PLAINSBORO,New Jersey,8536,1,2016-10-02,15-1131,CERTIFIED-WITHDRAWN,64000.0,Y,Year,63170.0,Year,2017,2016-03-23,193,6,H1B
2016-03-24,HULU LLC,SANTA MONICA,California,90404,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,159000.0,Y,Year,120453.0,Year,2017,2016-03-24,192,6,H1B
2016-03-30,SG AMERICAS SECURITIES LLC,NEW YORK,New York,10167,1,2016-10-02,41-3031,CERTIFIED-WITHDRAWN,207000.0,Y,Year,206232.0,Year,2017,2016-03-30,186,6,H1B
2016-03-30,ECHOSTAR DATA NETWORKS,ENGLEWOOD,Colorado,80112,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,57325.0,Y,Year,57325.0,Year,2017,2016-03-30,186,6,H1B
2016-03-31,ANSYS INC,CANONSBURG,Pennsylvania,15317,1,2016-10-02,41-9031,CERTIFIED-WITHDRAWN,94869.0,Y,Year,94869.0,Year,2017,2016-03-31,185,6,H1B
2016-03-31,HOWARD HUGHES MEDICAL INSTITUTE,CHEVY CHASE,Maryland,20815,1,2016-10-02,19-1099,CERTIFIED-WITHDRAWN,53000.0,Y,Year,50440.0,Year,2017,2016-03-31,185,6,H1B
2016-04-05,APPNEXUS INC,NEW YORK,New York,10010,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,125000.0,Y,Year,72010.0,Year,2017,2016-04-05,180,6,H1B
2016-04-06,IDC TECHNOLOGIES INC,MILPITAS,California,95035,1,2016-10-02,15-1199,CERTIFIED-WITHDRAWN,80000.0,Y,Year,65770.0,Year,2017,2016-04-06,179,6,H1B
2016-04-06,AC INVESTMENT MANAGEMENT LLC,NEW YORK,New York,10019,1,2016-10-02,13-2051,CERTIFIED-WITHDRAWN,75000.0,Y,Year,65187.0,Year,2017,2016-04-06,179,6,H1B
2016-04-12,LAWRENCE BERKELEY NATIONAL LABORATORY,BERKELEY,California,94720,1,2016-10-02,15-1035,CERTIFIED-WITHDRAWN,121044.0,Y,Year,91000.0,Year,2017,2016-04-12,173,6,H1B
2016-04-12,ADVANCED MICRO DEVICES INC,SUNNYVALE,California,94088,1,2016-10-02,17-2072,CERTIFIED-WITHDRAWN,100000.0,Y,Year,93397.0,Year,2017,2016-04-12,173,6,H1B
2016-04-13,ADVENT GLOBAL SOLUTIONS INC,HOUSTON,Texas,77070,1,2016-10-02,15-1131,CERTIFIED-WITHDRAWN,65000.0,Y,Year,62462.0,Year,2017,2016-04-13,172,6,H1B
2016-05-01,FRONTIER TECHNOLOGIES LLC,NAPERVILLE,Illinois,60563-1291,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,76000.0,Y,Year,75338.0,Year,2017,2016-05-01,154,5,H1B
2016-05-19,CERNER CORPORATION,NORTH KANSAS CITY,Missouri,64117,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,89600.0,Y,Year,78978.0,Year,2017,2016-05-19,136,5,H1B
2016-05-25,TECHTOMIX LLC,CONCORD,North Carolina,28025,1,2016-10-02,15-1121,CERTIFIED-WITHDRAWN,72000.0,Y,Year,61173.0,Year,2017,2016-05-25,130,4,H1B
2016-06-07,MICHAEL PAGE INTERNATIONAL INC,STAMFORD,Connecticut,6901,1,2016-10-02,13-1071,CERTIFIED-WITHDRAWN,75000.0,Y,Year,45282.0,Year,2017,2016-06-07,117,4,H1B
2016-06-11,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,RIVERSIDE,California,92521,1,2016-10-02,17-2199,CERTIFIED-WITHDRAWN,43692.0,Y,Year,43692.0,Year,2017,2016-06-11,113,4,H1B
2016-06-29,KINGSMEN SOFTWARE LLC,CHARLOTTE,North Carolina,28202,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,78000.0,Y,Year,77168.0,Year,2017,2016-06-29,95,3,H1B
2016-07-11,CVISION INC,TROY,Michigan,48083,1,2016-10-02,15-1121,CERTIFIED-WITHDRAWN,60000.0,Y,Year,47154.0,Year,2017,2016-07-11,83,3,H1B
2016-07-13,HARMONY SCHOOL OF EXCELLENCEAUSTIN,AUSTIN,Texas,78744,1,2016-10-02,25-2031,CERTIFIED-WITHDRAWN,42100.0,Y,Year,42100.0,Year,2017,2016-07-13,81,3,H1B
2016-07-17,UNIVERSITY OF MARYLAND COLLEGE PARK,COLLEGE PARK,Maryland,20742,1,2016-10-02,15-1037,CERTIFIED-WITHDRAWN,80000.0,Y,Year,63232.0,Year,2017,2016-07-17,77,3,H1B
2016-07-18,BUTTE GLENN COMMUNITY COLLEGE DISTRICT,OROVILLE,California,95965,1,2016-10-02,13-2099,CERTIFIED-WITHDRAWN,46300.8,Y,Hour,44615.9999999999,Hour,2017,2016-07-18,76,3,H1B
2016-07-19,HIAWATHA LEADERSHIP ACADEMY,MINNEAPOLIS,Minnesota,55407,1,2016-10-02,25-2031,CERTIFIED-WITHDRAWN,47500.0,Y,Year,44430.0,Year,2017,2016-07-19,75,2,H1B
2016-08-01,ARGHA SERVICES INC,ATLANTA,Georgia,30338,1,2016-10-02,15-1121,CERTIFIED-WITHDRAWN,70000.0,Y,Year,47154.0,Year,2017,2016-08-01,62,2,H1B
2016-08-16,L'OREAL USA INC,NEW YORK,New York,10001,1,2016-10-02,27-4032,CERTIFIED-WITHDRAWN,78000.0,Y,Year,77875.0,Year,2017,2016-08-16,47,2,H1B
2016-08-16,STATE UNIVERSITY OF NEW YORK AT BUFFALO,BUFFALO,New York,14214,1,2016-10-02,29-1069,CERTIFIED-WITHDRAWN,54495.0,Y,Year,53413.0,Year,2017,2016-08-16,47,2,H1B
2016-08-24,MORGAN STANLEY SERVICES GROUP INC,NEW YORK,New York,10036,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,135000.0,Y,Year,111405.0,Year,2017,2016-08-24,39,1,H1B
2016-08-24,BATTELLE MEMORIAL INSTITUTE,RICHLAND,Washington,99354,1,2016-10-02,19-2021,CERTIFIED-WITHDRAWN,67000.0,Y,Year,65499.0,Year,2017,2016-08-24,39,1,H1B
2016-09-06,AMERICAN ELECTRIC POWER,COLUMBUS,Ohio,43215,1,2016-10-02,17-2071,CERTIFIED-WITHDRAWN,68000.0,Y,Year,67018.0,Year,2017,2016-09-06,26,1,H1B
2016-09-07,LIFE TECHNOLOGIES CORPORATION,CARLSBAD,California,92008,1,2016-10-02,19-1029,CERTIFIED-WITHDRAWN,90900.0,Y,Year,83200.0,Year,2017,2016-09-07,25,1,H1B
2016-09-11,SOFTPATH SYSTEM LLC,NORCROSS,Georgia,30093,1,2016-10-02,15-1131,CERTIFIED-WITHDRAWN,60000.0,Y,Year,54558.0,Year,2017,2016-09-11,21,1,H1B
2016-09-12,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,RIVERSIDE,California,92521,1,2016-10-02,17-2199,CERTIFIED-WITHDRAWN,43692.0,Y,Year,43692.0,Year,2017,2016-09-12,20,1,H1B
2016-09-13,BENJAMIN MOORE AND CO,MONTVALE,New Jersey,7645,1,2016-10-02,15-1121,CERTIFIED-WITHDRAWN,136000.0,Y,Year,124987.0,Year,2017,2016-09-13,19,1,H1B
2016-09-18,UCHICAGO ARGONNE LLC,LEMONT,Illinois,60439,5,2016-10-02,15-1111,CERTIFIED-WITHDRAWN,73174.0,Y,Year,73174.0,Year,2017,2016-09-18,14,0,H1B
2016-09-18,LIFE TECHNOLOGIES CORPORATION,CARLSBAD,California,92008,1,2016-10-02,13-1161,CERTIFIED-WITHDRAWN,85300.0,Y,Year,73299.0,Year,2017,2016-09-18,14,0,H1B
2016-09-19,DALLAS INDEPENDENT SCHOOL DISTRICT,DALLAS,Texas,75231,1,2016-10-02,25-2021,CERTIFIED-WITHDRAWN,50000.0,Y,Year,48870.0,Year,2017,2016-09-19,13,0,H1B
2016-09-20,KPIT INFOSYSTEMS INC,EDISON,New Jersey,8837,1,2016-10-02,15-1121,CERTIFIED-WITHDRAWN,66273.0,Y,Year,64002.0,Year,2017,2016-09-20,12,0,H1B
2016-09-20,LANDT TECHNOLOGY SERVICES LIMITED,EDISON,New Jersey,8817,1,2016-10-02,17-2141,CERTIFIED-WITHDRAWN,67000.0,Y,Year,54122.0,Year,2017,2016-09-20,12,0,H1B
2016-09-22,CERNER CORPORATION,NORTH KANSAS CITY,Missouri,64117,1,2016-10-02,15-1132,CERTIFIED-WITHDRAWN,80000.0,Y,Year,66997.0,Year,2017,2016-09-22,10,0,H1B
2016-09-22,LANDT TECHNOLOGY SERVICES LIMITED,EDISON,New Jersey,8817,1,2016-10-02,17-2141,CERTIFIED-WITHDRAWN,67000.0,Y,Year,54122.0,Year,2017,2016-09-22,10,0,H1B
2016-09-22,PEGASYS SYSTEMS AND TECHNOLOGIES INC,NORTHVILLE,Michigan,48167,1,2016-10-02,15-1121,CERTIFIED-WITHDRAWN,60000.0,Y,Year,56410.0,Year,2017,2016-09-22,10,0,H1B
2016-09-25,PROPELSYS TECHNOLOGIES LLC,PLANO,Texas,75093,1,2016-10-02,15-1131,CERTIFIED-WITHDRAWN,67891.0,Y,Year,65187.0,Year,2017,2016-09-25,7,0,H1B
2016-09-25,THE UNIVERSITY OF IOWA,IOWA CITY,Iowa,52242,1,2016-10-02,19-1021,CERTIFIED-WITHDRAWN,47486.4,N,Hour,41433.6,Hour,2017,2016-09-25,7,0,H1B
2016-09-25,PROPELSYS TECHNOLOGIES LLC,PLANO,Texas,75093,1,2016-10-02,15-1131,CERTIFIED-WITHDRAWN,70616.0,Y,Year,70616.0,Year,2017,2016-09-25,7,0,H1B
2016-09-26,CLOUDWICK TECHNOLOGIES INC,NEWARK,California,94560,1,2016-10-02,15-1132,CERTIFIED,102149.0,Y,Year,102149.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,TATA CONSULTANCY SERVICES LIMITED,ROCKVILLE,Maryland,20850,1,2016-10-02,15-1134,CERTIFIED,62500.0,Y,Year,56784.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HEALTH MANAGEMENT SYSTEMS INC,IRVING,Texas,75038,1,2016-10-02,15-1132,CERTIFIED,90664.0,Y,Year,85197.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,BLACKROCK INVESTMENT MANAGEMENT LLC,NEW YORK,New York,10022,1,2016-10-02,15-1132,CERTIFIED,117770.0,Y,Year,117770.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,UNIVERSITY OF CALIFORNIA BERKELEY,BERKELEY,California,94720,1,2016-10-02,19-1013,CERTIFIED,66414.0,Y,Year,66414.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SDILOGIC INC,LEWISVILLE,Texas,75067,1,2016-10-02,15-1121,CERTIFIED,95000.0,Y,Year,94619.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PAGNY PC,NEW YORK,New York,10027,1,2016-10-02,29-1061,CERTIFIED,201714.0,Y,Year,187200.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,FLEXERA GLOBAL INC,SUGAR LAND,Texas,77478,1,2016-10-02,15-1132,CERTIFIED,70000.0,Y,Year,69472.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GARDEN VIEW INC,MONROVIA,California,91016,1,2016-10-02,17-1012,CERTIFIED,53518.4,Y,Hour,53518.4,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,AMFAL TECH LLC,WINTER  SPRINGS,Florida,32708,4,2016-10-02,15-1132,CERTIFIED,47570.0,Y,Year,47570.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,FRED MEYER STORES INC,PORTLAND,Oregon,97202,1,2016-10-02,29-1051,CERTIFIED,131518.4,Y,Hour,112132.8,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,FRED MEYER STORES INC,PORTLAND,Oregon,97202,1,2016-10-02,29-1051,CERTIFIED,131518.4,Y,Hour,110281.6,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,MASTERCARD INTERNATIONAL INCORPORATED,PURCHASE,New York,10577,1,2016-10-02,15-1121,CERTIFIED,78208.0,Y,Year,78208.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,FRED MEYER STORES INC,PORTLAND,Oregon,97202,1,2016-10-02,29-1051,CERTIFIED,131518.4,Y,Hour,110094.4,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,THE FINANCIAL RISK GROUP INC,CARY,North Carolina,27511,1,2016-10-02,15-1132,CERTIFIED,140000.0,Y,Year,111405.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,LAWRENCE BERKELEY NATIONAL LABORATORY,BERKELEY,California,94720,1,2016-10-02,19-1029,CERTIFIED,80004.0,Y,Year,64418.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CIGNITI INC,IRVING,Texas,75039,1,2016-10-02,15-1199,CERTIFIED,81515.0,Y,Year,79498.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,FIRST DATA TECHNOLOGIES INC,ATLANTA,Georgia,30342,1,2016-10-02,15-1133,CERTIFIED,88000.0,Y,Year,80205.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,WEBSTER UNIVERSITY,ST. LOUIS,Missouri,63119,1,2016-10-02,25-9031,CERTIFIED,62830.08,Y,Year,47528.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GLOBANT LLC,SAN FRANCISCO,California,94103,1,2016-10-02,15-1132,CERTIFIED,130000.0,Y,Year,58968.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,OKTA INC,SAN FRANCISCO,California,94107,1,2016-10-02,15-1133,CERTIFIED,130603.0,Y,Year,130603.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,WICHITA STATE UNIVERSITY,WICHITA,Kansas,67260,1,2016-10-02,25-1123,CERTIFIED,53000.0,Y,Year,36560.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,NATURAL SYSTEMS ANALYSTS INC,WINTER PARK,Florida,32789,1,2016-10-02,19-2043,CERTIFIED,79248.0,Y,Year,79248.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CATHOLIC HIGH SCHOOL INC,GREENBAY,Wisconsin,54303,1,2016-10-02,25-2031,CERTIFIED,53663.9999999999,Y,Hour,40975.9999999999,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,KPMG LLP,DALLAS,Texas,75201,1,2016-10-02,13-2011,CERTIFIED,80000.0,Y,Year,79976.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,DELOITTE CONSULTING LLP,PHILADELPHIA,Pennsylvania,19103,15,2016-10-02,15-1121,CERTIFIED,83000.0,Y,Year,78957.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,AIRLINE TARIFF PUBLISHING COMPANY (ATPCO),DULLES,Virginia,20166-7513,1,2016-10-02,15-1132,CERTIFIED,104100.0,Y,Year,104100.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,FRED MEYER STORES INC,PORTLAND,Oregon,97202,1,2016-10-02,29-1051,CERTIFIED,131518.4,Y,Hour,107515.199999999,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,GOLDMAN SACHS AND CO,JERSEY CITY,New Jersey,7302,1,2016-10-02,15-1121,CERTIFIED,141200.0,Y,Year,124987.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,FRED MEYER STORES INC,PORTLAND,Oregon,97202,1,2016-10-02,29-1051,CERTIFIED,131518.4,Y,Hour,110094.4,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,FRED MEYER STORES INC,PORTLAND,Oregon,97202,1,2016-10-02,29-1051,CERTIFIED,131518.4,Y,Hour,111134.399999999,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,FIDELITY TECHNOLOGY GROUP LLC,BOSTON,Massachusetts,2210,1,2016-10-02,15-1132,CERTIFIED,90813.0,Y,Year,90813.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,VIDYATECH SOFTWARE LLC,NEWCASTLE,Washington,98059,1,2016-10-02,15-1132,CERTIFIED,106101.0,Y,Year,106101.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,FIDELITY TECHNOLOGY GROUP LLC,BOSTON,Massachusetts,2210,1,2016-10-02,15-1132,CERTIFIED,96886.0,Y,Year,89600.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,TATA CONSULTANCY SERVICES LIMITED,ROCKVILLE,Maryland,20850,1,2016-10-02,15-1199,CERTIFIED,62500.0,Y,Year,44512.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,EMC CORPORATION,HOPKINTON,Massachusetts,1748,1,2016-10-02,15-1132,CERTIFIED,124675.0,Y,Year,124675.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PREMIER IT SOLUTIONS INC,RICHARDSON,Texas,75081,1,2016-10-02,15-1131,CERTIFIED,60000.0,Y,Year,46301.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,S C JOHNSON AND SON INC,RACINE,Wisconsin,53403-2236,1,2016-10-02,13-1161,CERTIFIED,160000.0,Y,Year,59134.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SLALOM LLC,SEATTLE,Washington,98104,1,2016-10-02,15-1199,CERTIFIED,145000.0,Y,Year,108992.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,XEBRIUM INC,SAN JOSE,California,95113,1,2016-10-02,15-1199,CERTIFIED,65582.0,Y,Year,65582.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,LAWRENCE BERKELEY NATIONAL LABORATORY,BERKELEY,California,94720,1,2016-10-02,19-2042,CERTIFIED,65592.0,Y,Year,47237.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,EASTERNCCTV USA LLC,PLAINVIEW,New York,11803,1,2016-10-02,15-1121,CERTIFIED,57532.8,N,Hour,57532.8,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,ADARA NETWORKS INC,SAN JOSE,California,95110,1,2016-10-02,15-1133,CERTIFIED,190000.0,Y,Year,163363.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,BANK OF THE WEST,SAN RAMON,California,94583,1,2016-10-02,15-1121,CERTIFIED,140000.0,Y,Year,111176.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GOOGLE INC,MOUNTAIN VIEW,California,94043,1,2016-10-02,15-1132,CERTIFIED,120000.0,Y,Year,102149.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,BRILLIO LLC,JERSEY CITY,New Jersey,7310,1,2016-10-02,15-1199,CERTIFIED,90000.0,Y,Year,61610.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,PEARL CONSTRUCTION ENVIRONMENTAL SERVICE INC,TAMUNING,GU,96931,1,2016-10-02,17-2051,CERTIFIED,37939.0,Y,Year,37939.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CLUTCHPOINT LLC,HERNDON,Virginia,20170,1,2016-10-02,15-1132,CERTIFIED,72000.0,Y,Year,57096.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,CLUTCHPOINT LLC,HERNDON,Virginia,20170,1,2016-10-02,15-1132,CERTIFIED,72000.0,Y,Year,53040.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,TECH PROFY INC,DUBLIN,California,94568,1,2016-10-02,15-1121,CERTIFIED,60000.0,Y,Year,57907.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SWISS RE MANAGEMENT (US) CORPORATION,ARMONK,New York,10504,1,2016-10-02,15-1121,CERTIFIED,97302.0,Y,Year,97302.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,HELEN OF TROY NEVADA CORP,EL PASO,Texas,79912,1,2016-10-02,15-1121,CERTIFIED,125000.0,Y,Year,84198.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ADVANSOFT INTERNATIONAL INC,ARLINGTON HEIGHTS,Illinois,60005,1,2016-10-02,15-1199,CERTIFIED,78000.0,Y,Year,75462.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,4SERV SOLUTIONS INC,WIXOM,Michigan,48377,1,2016-10-02,15-1132,CERTIFIED,54704.0,Y,Year,54704.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,BOSS TECHNOLOGIES INC,ALPHARETTA,Georgia,30022,1,2016-10-02,15-1121,CERTIFIED,85000.0,Y,Year,67434.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,AMERISOURCEBERGEN CORPORATION,CHESTERBROOK,Pennsylvania,19087,1,2016-10-02,15-1121,CERTIFIED,96762.0,Y,Year,96762.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,INPATIENT SERVICES OF INDIANA,GREENWOOD VILLAGE,Colorado,80111,1,2016-10-02,29-1063,CERTIFIED,240000.0,Y,Year,187200.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SYMPHONY COMMUNICATION SERVICES,PALO ALTO,California,94304,1,2016-10-02,15-1133,CERTIFIED,140000.0,Y,Year,122533.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,UNIVERSITY OF UTAH,SALT LAKE CITY,Utah,84112,1,2016-10-02,15-1132,CERTIFIED,85000.0,Y,Year,58968.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,GENOME INTERNATIONAL CORPORATION,MADISON,Wisconsin,53717,1,2016-10-02,15-1121,CERTIFIED,77000.0,Y,Year,76835.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,ILLUMINA INC,SAN DIEGO,California,92122,1,2016-10-02,15-1132.00,CERTIFIED,102294.0,Y,Year,102294.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,NOVA CONSULTANTS INC,NOVI,Michigan,48375,1,2016-10-02,17-2081,CERTIFIED,56617.5999999999,Y,Hour,56617.5999999999,Hour,2017,2016-09-26,6,0,H1B
2016-09-26,AMERISOURCEBERGEN CORPORATION,CHESTERBROOK,Pennsylvania,19087,1,2016-10-02,15-1132,CERTIFIED,90931.0,Y,Year,90931.0,Year,2017,2016-09-26,6,0,H1B
2016-09-26,SQA CONCEPTS INC,ASHBURN,Virginia,20147,1,2016-10-02,15-1143,CERTIFIED,86000.0,Y,Year,85342.0,Year,2017,2016-09-26,6,0,H1B
